frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
1307.0,21.819699499165274,0.0009593935829033296,551:767,464:833,616:496:614:282:918:279:920:493,-0.9218007677983957,0.04151048174371801:-1.2079689018464526:-0.08343745661529904
1308.0,21.836393989983307,0.0009593935829033296,553:770,468:837,616:496:614:282:918:279:920:493,-0.9032702665946647,-0.0001388310426210038:-1.3745661529918085:-0.08343745661529904
1309.0,21.853088480801336,0.0009593935829033296,557:775,473:844,615:492:615:279:919:279:919:492,-0.8831250707561671,-0.04178814382896002:-1.4578647785644865:-0.04178814382896002
1310.0,21.869782971619365,0.0009593935829033296,563:783,480:853,616:493:616:280:920:280:920:493,-0.870161892510066,-0.12508676940163804:-1.5828127169235036:-0.0001388310426210038
1311.0,21.886477462437398,0.0009593935829033296,570:792,489:865,616:496:614:282:918:279:920:493,-0.8372995618556213,-0.12508676940163804:-1.7077606552825206:-0.0001388310426210038
1312.0,21.903171953255427,0.0009593935829033296,579:801,501:877,616:493:616:280:920:280:920:493,-0.7983844463176208,-0.12508676940163804:-1.7910592808551986:0.04151048174371801
1313.0,21.919866444073456,0.0009593935829033296,590:812,516:892,616:496:614:282:917:278:920:492,-0.746456820300409,-0.12508676940163804:-1.7910592808551986:0.04151048174371801
1314.0,21.936560934891485,0.0009593935829033296,602:823,532:907,616:496:614:282:918:279:920:493,-0.6947382761967031,-0.12508676940163804:-1.7910592808551986:0.04151048174371801
1315.0,21.953255425709518,0.0009593935829033296,617:835,552:923,616:496:614:282:918:279:920:493,-0.6361886248752141,-0.08343745661529904:-1.8743579064278768:-0.0001388310426210038
1316.0,21.969949916527547,0.0009593935829033296,634:847,574:939,615:493:615:279:919:279:919:493,-0.5779019369622457,-0.08343745661529904:-1.8327085936415377:-0.0001388310426210038
1317.0,21.986644407345576,0.0009593935829033296,651:857,599:954,615:493:615:279:919:279:919:493,-0.49209521717082866,-0.08343745661529904:-1.8327085936415377:-0.0001388310426210038
1318.0,22.003338898163605,0.0009593935829033296,672:868,626:966,616:494:616:280:920:280:920:494,-0.43885929896350645,-0.04178814382896002:-1.7494099680688597:-0.04178814382896002
1319.0,22.020033388981638,0.0009593935829033296,694:877,658:979,616:494:616:280:920:280:920:494,-0.3392926144540447,-0.0001388310426210038:-1.6661113424961818:-0.08343745661529904
1320.0,22.036727879799667,0.0009593935829033296,719:885,689:991,616:497:614:282:917:278:920:493,-0.2758058985885225,-0.0001388310426210038:-1.5828127169235036:-0.08343745661529904
1321.0,22.053422370617696,0.0009593935829033296,745:891,724:999,616:494:616:280:920:280:920:494,-0.1920480172407301,-0.0001388310426210038:-1.4995140913508256:-0.04178814382896002
1322.0,22.070116861435725,0.0009593935829033296,772:895,759:1004,616:497:614:282:917:278:920:493,-0.11870533714317706,-0.0001388310426210038:-1.3745661529918085:-0.04178814382896002
1323.0,22.086811352253758,0.0009593935829033296,800:897,797:1007,616:497:614:282:917:278:920:493,-0.027265968455594463,-0.0001388310426210038:-1.3745661529918085:-0.04178814382896002
1324.0,22.103505843071787,0.0009593935829033296,826:895,831:1005,616:494:616:280:920:280:920:494,0.04542327942157701,-0.0001388310426210038:-1.2079689018464526:-0.0001388310426210038
1325.0,22.120200333889816,0.0009593935829033296,852:892,866:1001,616:497:614:282:917:278:920:493,0.12774098612131254,-0.0001388310426210038:-1.0830209634874355:-0.0001388310426210038
1326.0,22.13689482470785,0.0009593935829033296,878:886,899:992,615:493:615:279:920:279:920:493,0.1955806798098265,-0.0001388310426210038:-0.9580730251284184:-0.0001388310426210038
