frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
588.0,9.81636060100167,0.0009571091706762501,701:753,631:830,717:431:717:213:1021:213:1021:431,-0.7378150601204649,0.041666666666666664:-0.5833333333333334:0.0
589.0,9.8330550918197,0.0009571091706762501,733:779,675:864,717:433:714:215:1019:212:1021:430,-0.5987838569659827,0.08333333333333333:-0.2916666666666667:0.0
590.0,9.84974958263773,0.0009571091706762501,770:798,727:894,717:433:715:215:1020:212:1022:430,-0.4211200743810219,0.08333333333333333:-0.2916666666666667:0.0
591.0,9.86644407345576,0.0009571091706762501,814:815,782:915,717:433:715:215:1020:212:1022:430,-0.3097029445424562,0.041666666666666664:-0.16666666666666666:0.0
592.0,9.88313856427379,0.0009571091706762501,861:825,840:928,717:433:715:215:1020:212:1022:430,-0.20112688581653948,0.08333333333333333:-0.125:0.0
593.0,9.89983305509182,0.0009571091706762501,908:828,907:934,717:433:715:215:1020:212:1022:430,-0.009433682406000813,0.08333333333333333:0.0:0.0
594.0,9.91652754590985,0.0009571091706762501,955:823,970:928,717:433:715:215:1020:212:1022:430,0.14189705460416394,0.08333333333333333:0.5833333333333334:0.08333333333333333
595.0,9.93322203672788,0.0009571091706762501,1001:811,1032:913,717:433:715:215:1020:212:1022:430,0.29505066939137653,0.041666666666666664:0.2916666666666667:0.041666666666666664
596.0,9.949916527545911,0.0009571091706762501,1043:794,1090:889,717:433:715:215:1020:212:1022:430,0.45942822475780265,0.041666666666666664:0.375:0.08333333333333333
597.0,9.96661101836394,0.0009571091706762501,1079:772,1139:860,717:433:715:215:1020:212:1022:430,0.5984188934785372,0.041666666666666664:0.4166666666666667:0.08333333333333333
598.0,9.983305509181971,0.0009571091706762501,1112:745,1187:822,717:433:715:215:1020:212:1022:430,0.7722410279246925,0.041666666666666664:0.4166666666666667:0.08333333333333333
599.0,10.0,0.0009571091706762501,1139:715,1224:783,717:431:717:213:1021:213:1021:431,0.8960553845713439,0.041666666666666664:0.375:0.08333333333333333
600.0,10.01669449081803,0.0009571091706762501,1161:684,1254:740,717:431:717:213:1021:213:1021:431,1.0287970490075655,0.041666666666666664:0.3333333333333333:0.08333333333333333
601.0,10.03338898163606,0.0009571091706762501,1178:653,1277:697,717:432:717:213:1021:213:1021:432,1.1525719972156676,0.041666666666666664:0.3333333333333333:0.08333333333333333
